id,shop_id,tracking,customer_id,status,created_at,collected_at,returned_at,country,notes
14,303,TN8001014,10450,40,2022-02-18T01:48:27.498561,2022-02-21T07:07:19.024413,2022-02-22T02:41:00,AU,"{""reason"": ""Faulty"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
15,304,TN8001015,10041,40,2022-02-20T03:47:02.518027,2022-02-21T04:05:05.31402,2022-02-22T01:56:00,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-19"", ""other_reason"": """"}"
16,301,TN8001016,10031,40,2022-02-16T13:04:23.537599,2022-02-18T09:09:29.326069,2022-02-21T08:51:00,AU,"{""reason"": ""Others"", ""expiry_date"": ""2022-03-11"", ""other_reason"": ""The material not nice and itching ""}"
17,305,TN8001017,10377,40,2022-02-16T04:29:06.059361,2022-02-18T09:09:26.574649,2022-02-21T08:51:00,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
18,301,TN8001018,10219,40,2022-02-18T05:38:12.873647,2022-02-18T08:55:05.045481,2022-02-21T08:51:00,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-19"", ""other_reason"": """"}"
19,301,TN8001019,10686,40,2022-02-17T06:44:16.901368,2022-02-18T08:23:33.79876,2022-02-21T08:51:00,MY,"{""reason"": ""Faulty"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
20,301,TN8001020,10549,40,2022-02-16T05:36:30.048404,2022-02-18T03:11:24.926473,2022-02-21T08:51:00,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
21,301,TN8001021,10265,40,2022-02-17T06:20:03.259601,2022-02-18T09:09:32.389457,2022-02-21T08:51:00,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
22,303,TN8001022,10605,40,2022-02-16T10:15:14.856205,2022-02-17T02:09:34.375923,2022-02-21T08:51:00,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-19"", ""other_reason"": """"}"
23,305,TN8001023,10469,40,2022-02-17T11:42:48.795765,2022-02-18T08:10:28.263012,2022-02-21T08:51:00,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
24,304,TN8001024,10153,40,2022-02-17T10:24:59.993292,2022-02-18T09:09:34.101711,2022-02-21T08:51:00,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-19"", ""other_reason"": """"}"
25,304,TN8001025,10450,40,2022-02-13T12:24:17.252365,2022-02-16T08:41:35.773899,2022-02-21T08:51:00,GB,"{""reason"": ""Faulty"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
26,304,TN8001026,10312,40,2022-02-17T12:21:25.718121,2022-02-18T08:10:28.330341,2022-02-21T08:51:00,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
27,305,TN8001027,10244,40,2022-02-17T02:12:17.928078,2022-02-18T03:13:59.969969,2022-02-21T08:51:00,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
28,304,TN8001028,10414,40,2022-02-17T09:10:20.803302,2022-02-18T11:02:53.912111,2022-02-21T08:51:00,GB,"{""reason"": ""Others"", ""expiry_date"": ""2022-03-11"", ""other_reason"": ""Request for some return and some exchange""}"
29,304,TN8001029,10431,40,2022-02-18T02:47:37.126,2022-02-18T09:09:35.737604,2022-02-21T08:51:00,US,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-01-22"", ""other_reason"": """"}"
30,305,TN8001030,10550,40,2022-02-17T08:40:40.855665,2022-02-18T07:10:04.790432,2022-02-21T08:51:00,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
31,301,TN8001031,10218,40,2022-02-17T10:27:36.173762,2022-02-18T05:07:21.26464,2022-02-21T08:51:00,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
32,301,TN8001032,10513,40,2022-02-17T09:33:33.757169,2022-02-18T03:35:33.964384,2022-02-21T08:51:00,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
33,303,TN8001033,10389,40,2022-02-17T12:41:32.994049,2022-02-18T08:55:47.367121,2022-02-21T08:51:00,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
34,305,TN8001034,10564,40,2022-02-17T10:44:54.493241,2022-02-18T09:09:34.315966,2022-02-21T08:51:00,US,"{""reason"": ""Others"", ""expiry_date"": ""2022-03-11"", ""other_reason"": ""Fit is for taller person""}"
35,303,TN8001035,10699,40,2022-02-13T12:55:09.998053,2022-02-16T08:41:26.768688,2022-02-21T08:51:00,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
36,301,TN8001036,10747,40,2022-02-17T04:12:05.096529,2022-02-18T08:10:23.423872,2022-02-21T08:51:00,US,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
37,304,TN8001037,10023,40,2022-02-17T10:09:03.550063,2022-02-18T08:10:26.15951,2022-02-21T08:51:00,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-10"", ""other_reason"": """"}"
38,301,TN8001038,10163,40,2022-02-17T12:39:23.271022,2022-02-18T08:55:13.288287,2022-02-21T08:51:00,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-19"", ""other_reason"": """"}"
39,303,TN8001039,10347,40,2022-02-17T06:27:33.497459,2022-02-18T06:06:50.452928,2022-02-21T08:51:00,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-09"", ""other_reason"": """"}"
40,301,TN8001040,10330,20,2022-01-29T08:15:37.836108,2022-02-08T05:05:17.308619,,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
41,303,TN8001041,10394,40,2022-02-16T12:55:45.095327,2022-02-18T08:56:03.083154,2022-02-21T08:51:00,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
42,305,TN8001042,10498,40,2022-02-17T04:02:50.550492,2022-02-18T09:09:30.875971,2022-02-21T08:51:00,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
43,303,TN8001043,10412,40,2022-02-17T04:16:07.085757,2022-02-18T04:39:08.685473,2022-02-21T08:51:00,AU,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-03-09"", ""other_reason"": """"}"
44,301,TN8001044,10361,50,2022-02-17T06:43:40.239329,2022-02-18T08:22:26.063779,,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
45,303,TN8001045,10371,40,2022-02-16T11:53:54.986527,2022-02-18T08:56:19.136804,2022-02-21T08:51:00,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
46,303,TN8001046,10407,40,2022-02-17T08:39:07.013037,2022-02-18T08:10:26.03218,2022-02-21T08:51:00,AU,"{""reason"": ""Faulty"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
47,305,TN8001047,10149,40,2022-02-17T04:39:03.817181,2022-02-18T09:09:31.318106,2022-02-21T08:51:00,US,"{""reason"": ""Wrong Item"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
48,305,TN8001048,10021,40,2022-02-18T02:40:14.213927,2022-02-18T13:07:06.560704,2022-02-21T08:51:00,AU,"{""reason"": ""Faulty"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
49,303,TN8001049,10603,40,2022-02-16T11:31:52.986261,2022-02-18T03:11:23.024982,2022-02-21T08:51:00,AU,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
50,301,TN8001050,10220,40,2022-02-17T11:33:22.268277,2022-02-18T07:10:06.422694,2022-02-21T08:51:00,AU,"{""reason"": ""Wrong Item"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
51,301,TN8001051,10416,40,2022-01-03T03:46:24.910804,2022-02-07T07:27:46.112476,2022-02-21T08:44:00,AU,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
52,301,TN8001052,10213,40,2022-02-15T08:13:57.623164,2022-02-17T02:41:50.818537,2022-02-21T08:15:00,AU,"{""reason"": ""Faulty"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
53,304,TN8001053,10386,40,2022-02-17T01:30:35.007789,2022-02-18T07:10:02.163027,2022-02-21T08:15:00,MY,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
54,305,TN8001054,10585,40,2022-02-16T03:22:55.877205,2022-02-18T03:10:50.707998,2022-02-21T08:15:00,GB,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
55,305,TN8001055,10726,40,2022-02-17T05:07:38.554003,2022-02-18T06:42:18.286085,2022-02-21T06:45:00,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
56,301,TN8001056,10222,40,2022-02-04T07:31:00,2022-02-18T03:10:52.888783,2022-02-21T01:34:00,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2021-12-30"", ""other_reason"": """"}"
57,304,TN8001057,10489,40,2022-02-03T13:23:29.020864,2022-02-07T07:16:11.100172,2022-02-18T09:16:00,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
58,303,TN8001058,10407,40,2022-02-09T05:17:34.769369,2022-02-10T08:07:55.160818,2022-02-18T09:16:00,AU,"{""reason"": ""Faulty"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
59,301,TN8001059,10144,40,2022-02-08T13:05:31.088318,2022-02-09T05:31:20.752437,2022-02-18T09:16:00,AU,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
60,301,TN8001060,10385,40,2022-02-06T08:56:21.637926,2022-02-08T03:11:53.535904,2022-02-18T09:16:00,US,"{""reason"": ""Faulty"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
61,304,TN8001061,10734,0,2022-02-07T08:58:55.979855,2022-02-09T10:08:57.523707,,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
62,304,TN8001062,10394,10,2022-02-08T09:19:55.361769,2022-02-09T08:08:21.480187,,AU,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
63,301,TN8001063,10173,40,2022-01-18T09:19:23.696202,2022-02-09T08:46:00.812543,2022-02-18T09:16:00,GB,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
64,301,TN8001064,10705,40,2022-01-20T11:44:07.517335,2022-02-09T08:46:17.023996,2022-02-18T09:16:00,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-10"", ""other_reason"": """"}"
65,305,TN8001065,10226,40,2022-02-09T04:46:35.591055,2022-02-18T09:16:00,2022-02-18T09:16:00,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
66,301,TN8001066,10514,40,2022-01-21T07:44:23.829256,2022-02-09T08:46:04.683941,2022-02-18T09:16:00,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
67,305,TN8001067,10741,40,2022-02-09T10:06:50.085873,2022-02-18T09:16:00,2022-02-18T09:16:00,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
68,301,TN8001068,10428,40,2022-02-08T01:40:32.529646,2022-02-09T08:08:15.348424,2022-02-18T09:16:00,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
69,305,TN8001069,10457,40,2022-02-09T12:36:18.410434,2022-02-10T09:08:06.921656,2022-02-18T09:16:00,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-19"", ""other_reason"": """"}"
70,304,TN8001070,10092,40,2022-02-09T07:36:55.600828,2022-02-09T10:09:12.634381,2022-02-18T09:16:00,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-09"", ""other_reason"": """"}"
71,304,TN8001071,10162,40,2022-02-07T02:17:49.337722,2022-02-07T02:18:23.385698,2022-02-18T09:16:00,AU,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
72,303,TN8001072,10491,40,2022-02-08T09:45:34.161295,2022-02-09T09:07:45.253036,2022-02-18T09:16:00,US,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
73,305,TN8001073,10701,40,2021-12-19T09:29:37.573088,2022-02-09T08:17:55.81505,2022-02-18T09:16:00,GB,"{""reason"": ""Faulty"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
74,303,TN8001074,10502,20,2022-02-08T03:29:32.677884,2022-02-09T05:06:10.061308,,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
75,304,TN8001075,10410,40,2021-12-19T05:21:51.330781,2022-02-18T09:16:00,2022-02-18T09:16:00,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-25"", ""other_reason"": """"}"
76,304,TN8001076,10284,60,2022-02-08T08:46:51.892633,2022-02-09T10:09:03.322577,,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
77,304,TN8001077,10084,40,2022-02-09T06:19:05.996658,2022-02-10T07:07:08.988642,2022-02-18T09:16:00,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-07"", ""other_reason"": """"}"
78,301,TN8001078,10486,40,2022-02-08T10:50:12.236653,2022-02-09T10:09:04.447024,2022-02-18T09:16:00,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
79,304,TN8001079,10070,40,2022-02-09T10:07:09.583745,2022-02-10T07:07:12.371552,2022-02-18T09:16:00,AU,"{""reason"": ""Others"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
80,301,TN8001080,10052,40,2021-12-19T09:27:31.489302,2022-02-09T08:18:33.079122,2022-02-18T09:16:00,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
81,304,TN8001081,10700,40,2022-02-09T05:11:51.788025,2022-02-10T08:07:55.000777,2022-02-18T09:16:00,AU,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
82,304,TN8001082,10719,40,2022-01-24T04:05:57.397705,2022-02-09T08:46:26.180667,2022-02-18T09:16:00,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-09"", ""other_reason"": """"}"
83,304,TN8001083,10373,40,2022-02-08T06:17:23.67468,2022-02-09T08:08:30.259974,2022-02-18T09:16:00,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
84,301,TN8001084,10288,40,2022-01-13T13:53:01.527794,2022-02-09T08:45:51.527348,2022-02-18T09:16:00,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
85,301,TN8001085,10217,40,2022-02-08T10:21:30.868691,2022-02-09T08:08:32.656436,2022-02-18T09:16:00,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-09"", ""other_reason"": """"}"
86,301,TN8001086,10411,40,2022-01-18T09:13:45.791987,2022-02-09T08:45:57.416762,2022-02-18T09:16:00,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
87,301,TN8001087,10467,40,2022-02-08T04:47:45.394,2022-02-09T05:06:11.99279,2022-02-18T09:16:00,US,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
88,303,TN8001088,10260,40,2022-02-08T12:25:11.919173,2022-02-09T08:45:40.439786,2022-02-18T09:16:00,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
89,301,TN8001089,10575,40,2022-02-08T13:38:48.250091,2022-02-09T10:09:07.712694,2022-02-18T09:16:00,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
90,305,TN8001090,10754,40,2022-02-09T11:31:25.096796,2022-02-10T07:07:12.917577,2022-02-18T09:16:00,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
91,301,TN8001091,10465,40,2022-02-10T05:02:58.042944,2022-02-10T07:07:15.291131,2022-02-18T09:16:00,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
92,304,TN8001092,10425,40,2022-02-08T11:08:06.687395,2022-02-09T08:08:18.873634,2022-02-18T09:16:00,AU,"{""reason"": ""Faulty"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
93,301,TN8001093,10220,10,2022-02-08T06:21:15.17509,2022-02-09T04:12:09.248174,,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
94,303,TN8001094,10486,40,2022-02-09T05:15:24.653139,2022-02-10T08:07:55.058631,2022-02-18T09:16:00,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
95,301,TN8001095,10297,40,2022-02-09T06:14:53.534861,2022-02-10T08:07:55.648077,2022-02-18T09:16:00,US,"{""reason"": ""Faulty"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
96,303,TN8001096,10312,40,2022-02-05T03:32:52.02848,2022-02-07T09:08:46.57546,2022-02-18T09:16:00,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
97,301,TN8001097,10600,60,2022-02-07T12:20:42.027417,2022-02-08T03:11:58.801822,,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
98,301,TN8001098,10722,40,2022-02-08T01:39:29.122777,2022-02-09T08:08:26.586489,2022-02-18T09:16:00,AU,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
99,301,TN8001099,10623,40,2022-02-09T08:29:01.179597,2022-02-10T04:48:13.501315,2022-02-18T09:16:00,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
100,303,TN8001100,10554,40,2022-02-09T11:59:16.39278,2022-02-10T05:14:50.181812,2022-02-18T09:16:00,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-07"", ""other_reason"": """"}"
101,305,TN8001101,10420,40,2022-02-08T11:55:14.667074,2022-02-09T07:07:21.893646,2022-02-18T09:16:00,US,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-25"", ""other_reason"": """"}"
102,302,TN8001102,10295,50,2022-02-08T03:13:35.911988,2022-02-09T05:55:33.93538,,US,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
103,302,TN8001103,10745,10,2022-02-09T04:19:22.901291,2022-02-10T09:08:03.086975,,MY,"{""reason"": ""Faulty"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
104,305,TN8001104,10460,40,2022-02-10T04:05:24.48424,2022-02-10T07:07:14.621942,2022-02-18T09:16:00,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
105,302,TN8001105,10668,10,2022-01-12T07:49:15.178307,2022-02-09T08:45:48.324573,,US,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
106,305,TN8001106,10674,40,2022-02-08T11:31:40.746709,2022-02-09T09:07:47.314103,2022-02-18T09:16:00,AU,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
107,305,TN8001107,10040,0,2022-02-08T06:21:39.393411,2022-02-09T04:12:29.029111,,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
108,304,TN8001108,10670,40,2022-02-08T05:34:49.888137,2022-02-09T06:24:15.583712,2022-02-18T09:16:00,GB,"{""reason"": ""Faulty"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
109,305,TN8001109,10643,40,2022-02-08T04:02:29.08802,2022-02-10T06:07:18.406701,2022-02-18T09:16:00,GB,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
110,301,TN8001110,10490,40,2022-02-08T10:47:05.369201,2022-02-18T09:16:00,2022-02-18T09:16:00,MY,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
111,303,TN8001111,10618,40,2022-02-16T05:37:35.241375,2022-02-18T08:51:00,2022-02-18T08:51:00,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
112,301,TN8001112,10054,40,2022-02-16T03:30:00.24526,2022-02-17T10:14:19.194483,2022-02-18T08:51:00,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
113,305,TN8001113,10563,10,2022-02-16T04:28:54.164557,2022-02-17T07:19:03.009473,,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-05"", ""other_reason"": """"}"
114,303,TN8001114,10707,40,2022-02-08T09:31:09.022088,2022-02-09T07:07:16.167681,2022-02-18T08:51:00,AU,"{""reason"": ""Others"", ""expiry_date"": ""2022-02-25"", ""other_reason"": ""return cylinder 3 pcs""}"
115,303,TN8001115,10432,10,2022-02-09T04:20:02.037111,2022-02-18T01:05:05.723375,,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-01-22"", ""other_reason"": """"}"
116,303,TN8001116,10602,10,2022-02-16T12:19:47.952169,2022-02-17T08:32:31.039822,,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-05"", ""other_reason"": """"}"
117,304,TN8001117,10398,40,2022-02-16T12:21:04.42874,2022-02-17T08:19:11.433879,2022-02-18T08:51:00,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-01-22"", ""other_reason"": """"}"
118,301,TN8001118,10322,50,2022-02-16T10:04:05.928897,2022-02-17T08:19:03.601558,,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
119,303,TN8001119,10417,40,2022-02-16T08:31:33.160834,2022-02-17T07:19:05.672933,2022-02-18T08:51:00,GB,"{""reason"": ""Faulty"", ""expiry_date"": ""2022-02-05"", ""other_reason"": """"}"
120,304,TN8001120,10311,40,2022-02-15T08:32:29.518964,2022-02-17T06:16:51.304213,2022-02-18T08:51:00,AU,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-18"", ""other_reason"": """"}"
121,305,TN8001121,10347,40,2022-02-16T03:56:21.897677,2022-02-17T10:14:18.349479,2022-02-18T08:51:00,GB,"{""reason"": ""Wrong Item"", ""expiry_date"": ""2021-06-04"", ""other_reason"": """"}"
122,301,TN8001122,10644,40,2022-02-16T08:49:53.028121,2022-02-18T08:51:00,2022-02-18T08:51:00,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2021-12-05"", ""other_reason"": """"}"
123,304,TN8001123,10251,40,2022-02-08T05:42:43.305927,2022-02-18T01:05:05.158004,2022-02-18T08:51:00,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
124,302,TN8001124,10078,40,2022-02-15T07:25:14.896984,2022-02-18T08:51:00,2022-02-18T08:51:00,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-18"", ""other_reason"": """"}"
125,305,TN8001125,10295,10,2022-02-16T10:04:33.110881,2022-02-17T08:19:04.735106,,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
126,302,TN8001126,10542,40,2022-02-16T05:40:40.251901,2022-02-17T06:17:07.531703,2022-02-18T08:51:00,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-11"", ""other_reason"": """"}"
